organizer_id,signup_country,signup_date,first_event_create_date,first_publish_date,first_paid_publish_date,total_events_published,first_event_category,first_event_country,lifetime_revenue,lifetime_tickets
93788865,USA,8/19/11,3/18/14,3/18/14,3/18/14,125,Business & Professional,GB,1566.35,316
93807535,Canada,8/19/11,9/29/11,9/29/11,9/29/11,231,NULL,CA,107687.05,2790
93864585,USA,8/19/11,3/17/14,3/17/14,NULL,1,Science & Technology,US,0,90
94085185,USA,8/21/11,8/15/16,8/16/16,NULL,2,Performing & Visual Arts,GB,0,45
94133895,USA,8/21/11,8/21/11,9/4/11,9/4/11,62,NULL,US,3508.7,2937
94209455,USA,8/22/11,11/20/14,11/20/14,1/13/16,15,NULL,NULL,0,4
94274665,USA,8/22/11,6/21/12,6/28/12,NULL,10,NULL,US,0,705
94286475,USA,8/22/11,8/22/11,8/22/11,2/1/12,302,NULL,US,62678.55,8098
94332815,Canada,8/22/11,11/2/15,11/5/15,11/5/15,2,Food & Drink,CA,7359.75,79
94484965,USA,8/23/11,8/23/11,8/24/11,8/24/11,296,NULL,US,25271.33,7924
94528215,USA,8/23/11,8/23/11,8/29/11,8/29/11,1194,Other,US,301233.99,4548
94684165,USA,8/24/11,9/26/12,12/10/12,12/10/12,76,Business & Professional,US,78954.83,1581
94760995,Canada,8/24/11,8/24/11,9/10/11,1/23/12,79,NULL,CA,34886.65,2685
94784885,USA,8/24/11,8/26/11,8/26/11,NULL,5679,NULL,NULL,0,113812
94857045,USA,8/24/11,3/25/14,3/25/14,NULL,5,NULL,US,0,211
94952525,USA,8/25/11,8/25/11,8/25/11,NULL,35,NULL,US,0,245
95112815,UK,8/25/11,9/14/11,9/14/11,9/14/11,579,Music,GB,248748.2,7646
95189805,USA,8/26/11,8/26/11,8/26/11,10/20/14,15,NULL,GB,519.25,34
95286115,USA,8/26/11,8/31/11,12/17/12,1/29/15,47,Other,US,10,1095
95476385,USA,8/28/11,6/10/16,6/12/16,6/12/16,113,Business & Professional,PR,0,1
95969675,USA,8/30/11,8/30/11,8/30/11,NULL,599,Music,US,0,109
96013625,USA,8/30/11,12/7/15,12/7/15,12/7/15,12,Health & Wellness,NULL,0,1
96101825,USA,8/31/11,11/22/11,11/22/11,1/12/12,83,NULL,US,2568.96,1268
96198035,USA,8/31/11,8/31/11,8/31/11,8/31/11,25,Music,US,158887.5,1912
96383185,USA,9/1/11,12/5/11,12/5/11,10/3/12,1537,Business & Professional,CA,1791419.06,61234
96452855,USA,9/1/11,9/1/11,9/7/11,9/7/11,11397,NULL,US,2350.91,10
96472475,USA,9/1/11,9/1/11,9/1/11,9/1/11,146,NULL,US,147508.65,3863
96518745,USA,9/1/11,9/1/11,9/1/11,NULL,446,NULL,US,0,16849
96615500,UK,9/2/11,10/19/15,10/19/15,NULL,113,NULL,GB,0,903
96991390,Canada,9/4/11,9/4/11,9/7/11,9/7/11,81,NULL,CA,5718.53,228
97160390,New Zealand,9/5/11,11/12/12,11/12/12,7/27/16,114,NULL,NZ,764.3,2655
97304270,USA,9/6/11,9/6/11,9/6/11,9/16/11,83,NULL,US,43199.33,599
97572890,New Zealand,9/6/11,9/6/11,1/15/12,2/2/12,451,NULL,NZ,42641.94,6054
97706090,USA,9/7/11,8/17/15,9/14/15,NULL,8,Other,GB,0,153
97771570,USA,9/7/11,9/7/11,9/20/11,9/20/11,84,NULL,US,70158.52,2392
97789600,USA,9/7/11,5/27/14,5/27/14,5/27/14,49,Performing & Visual Arts,US,402.26,19
97879990,NULL,9/7/11,4/26/14,4/26/14,6/15/14,4,Health & Wellness,AU,56.47,3
98002310,UK,9/8/11,1/21/14,1/21/14,2/21/14,86,Film & Media & Entertainment,GB,10550.58,996
98313330,UK,9/9/11,9/9/11,9/9/11,9/9/11,131,Business & Professional,GB,36431.88,5394
98399010,USA,9/9/11,9/15/11,9/15/11,9/15/11,3112,NULL,US,5,1615
98864480,NULL,9/12/11,2/19/16,2/19/16,2/19/16,96,NULL,GB,0,9
98890080,USA,9/12/11,9/1/14,9/1/14,NULL,2,NULL,US,0,25
99017900,NULL,9/12/11,2/20/14,2/23/14,NULL,1,Travel & Outdoor,US,0,3
99067350,USA,9/12/11,4/7/14,4/7/14,4/7/14,831,Food & Drink,US,13153,10780
99179550,NULL,9/12/11,9/5/16,9/5/16,NULL,1,Health & Wellness,US,0,45
99395080,USA,9/13/11,9/13/11,9/13/11,NULL,1100,NULL,US,0,36191
99475820,USA,9/13/11,9/13/11,2/2/12,NULL,61,NULL,US,0,845
99485990,USA,9/13/11,6/20/12,6/20/12,6/20/12,1224,NULL,US,448.76,492
99526290,USA,9/13/11,9/13/11,9/16/11,9/16/11,771,NULL,US,1888.16,150
99610100,UK,9/14/11,9/19/11,9/19/11,10/30/12,56,NULL,NULL,1541.33,2014
99811310,USA,9/14/11,4/27/12,5/2/12,5/2/12,49,NULL,US,104709.87,2557
99989040,USA,9/15/11,10/6/11,10/6/11,NULL,67,NULL,US,0,1824
100096770,Canada,9/15/11,3/6/14,3/6/14,3/9/14,581,Health & Wellness,CA,249.99,608
100534990,USA,9/16/11,11/1/13,11/1/13,5/13/16,38,NULL,US,1400,1486
100597550,USA,9/16/11,9/16/11,9/16/11,9/25/13,91,NULL,US,6975.71,804
100732390,USA,9/17/11,4/24/12,4/24/12,NULL,3,NULL,US,0,70
100980910,NULL,9/19/11,10/28/14,10/28/14,NULL,1,NULL,US,0,1
101013470,UK,9/19/11,9/19/11,9/19/11,NULL,67,NULL,NULL,0,699
101115950,NULL,9/19/11,10/6/15,10/6/15,10/6/15,41,Community & Culture,US,2578.86,39
101328190,UK,9/20/11,9/20/11,9/22/11,NULL,431,NULL,GB,0,1985
101358660,NULL,9/20/11,11/22/14,11/22/14,NULL,392,Other,US,0,14
101362610,Canada,9/20/11,9/20/11,9/20/11,9/22/11,1631,NULL,CA,156190.19,45208
101433600,USA,9/20/11,3/7/13,3/7/13,10/1/14,136,NULL,NULL,7161.04,6234
101728040,NULL,9/21/11,11/15/16,12/5/16,12/5/16,2,NULL,US,1151.7,101
102018910,Australia,9/21/11,7/17/12,7/18/12,7/18/12,40,Business & Professional,AU,1413.13,98
102265380,USA,9/22/11,12/13/11,12/14/11,12/14/11,73,NULL,US,14260.5,434
102642540,NULL,9/23/11,11/5/16,11/5/16,11/5/16,4,Religion & Spirituality,US,362.33,9
102662170,UK,9/24/11,9/24/11,9/24/11,NULL,110,NULL,NULL,0,2728
102779120,USA,9/24/11,9/24/11,9/24/11,NULL,63,Religion & Spirituality,US,0,2282
102844000,USA,9/25/11,10/27/11,10/27/11,10/27/11,391,NULL,NULL,179724.35,249
102858410,USA,9/25/11,9/25/11,9/28/11,9/28/11,124,Travel & Outdoor,US,5700.9,455
102942630,UK,9/26/11,9/26/11,9/26/11,NULL,2117,NULL,GB,1.55,9037
102999770,USA,9/26/11,10/10/11,2/12/13,3/24/15,65,Other,US,1538.16,446
103253520,USA,9/26/11,8/18/14,8/18/14,8/18/14,6,Business & Professional,AU,19640.68,214
103260020,USA,9/26/11,9/26/11,10/5/11,10/5/11,101,NULL,US,139.16,12
103398920,USA,9/27/11,9/27/11,9/27/11,9/27/11,20,Food & Drink,US,7664,182
103405920,USA,9/27/11,4/19/13,4/19/13,4/19/13,3,NULL,NULL,240,4
103723180,USA,9/28/11,9/28/11,9/28/11,9/28/11,622,NULL,US,1114.32,363
103741230,UK,9/28/11,6/13/13,6/15/13,6/15/13,15,Film & Media & Entertainment,GB,376.77,23
103956360,UK,9/28/11,10/9/13,2/6/14,2/6/14,97,NULL,GB,1436.67,13
103968130,UK,9/29/11,10/7/11,10/10/11,10/10/11,17,NULL,NULL,362.36,333
103981310,NULL,9/29/11,5/22/13,5/22/13,5/22/13,233,Music,US,36,12
104056760,USA,9/29/11,9/29/11,10/5/11,NULL,63,NULL,US,0,14189
104309150,USA,9/30/11,10/31/11,11/1/11,11/1/11,924,NULL,GB,1755600.64,30173
104547920,USA,9/30/11,9/30/11,9/30/11,3/20/12,152,NULL,US,29070.75,1120
104847260,Australia,10/2/11,12/13/11,12/14/11,NULL,435,NULL,AU,0,7430
104901550,NULL,10/3/11,10/23/13,10/23/13,NULL,4,NULL,US,0,95
104969710,UK,10/3/11,5/10/12,5/10/12,8/16/13,13,NULL,GB,305.28,189
104991930,NULL,10/3/11,5/26/15,5/26/15,5/26/15,764,Health & Wellness,NULL,8201.93,1468
105012000,Canada,10/3/11,2/23/15,2/23/15,10/24/16,13,NULL,CA,4285.2,476
105162870,NULL,10/3/11,2/10/14,2/10/14,2/10/14,9,NULL,NULL,3715,94
105247340,UK,10/4/11,10/4/11,10/4/11,10/4/11,44,Food & Drink,GB,89097.87,5157
105302610,NULL,10/4/11,2/10/15,2/10/15,NULL,13,Business & Professional,US,0,219
105327450,Ireland,10/4/11,10/4/11,10/4/11,10/4/11,61,Religion & Spirituality,IE,16810.97,166
105405310,USA,10/4/11,5/23/13,5/24/13,5/24/13,1729,Sports & Fitness,US,519468.65,16842
105443310,USA,10/4/11,11/6/12,11/7/12,NULL,52,NULL,NULL,0,2679
105526100,Canada,10/4/11,10/4/11,10/7/11,3/28/13,132,NULL,NULL,1897.43,1953
105607590,UK,10/5/11,10/5/11,10/21/11,NULL,141,NULL,GB,0,5228
105746720,NULL,10/5/11,7/6/15,7/6/15,7/6/15,1,Other,US,NULL,0
105802680,USA,10/5/11,10/5/11,10/5/11,10/5/11,279,NULL,US,166645.85,1012
105848200,USA,10/5/11,11/23/13,11/23/13,11/23/13,6,NULL,US,3919.78,658
106078430,USA,10/6/11,3/10/14,3/10/14,3/10/14,24,NULL,NULL,8318.95,494
106198890,USA,10/6/11,10/13/11,10/13/11,10/25/11,150,NULL,US,80973.05,4460
106395250,USA,10/7/11,10/7/11,10/11/11,10/11/11,1896,NULL,US,1130212.01,60670
106456150,USA,10/7/11,10/17/11,10/17/11,11/16/11,644,NULL,US,114323.13,7921
106503110,USA,10/7/11,10/8/11,10/8/11,10/8/11,310,NULL,NULL,87891,2400
106542360,NULL,10/7/11,3/22/16,3/22/16,3/22/16,255,Home & Lifestyle,US,18.02,3
106626520,USA,10/7/11,4/25/12,4/25/12,5/4/12,187,NULL,CA,228544.93,3594
106934440,NULL,10/10/11,9/30/15,9/30/15,9/30/15,1,Business & Professional,IT,NULL,0
107158670,NULL,10/10/11,1/5/15,1/11/15,1/11/15,3,Charity & Causes,US,9160,72
107423860,USA,10/11/11,8/24/15,8/24/15,8/24/15,267,Science & Technology,US,90.8,8
107439560,USA,10/11/11,12/1/11,12/1/11,12/1/11,159,Business & Professional,US,82667.67,9721
107666080,UK,10/12/11,10/12/11,10/14/11,5/7/13,169,NULL,GB,8976.91,2618
107766860,USA,10/12/11,5/22/13,6/13/13,NULL,12,NULL,CA,0,894
107771400,USA,10/12/11,2/7/12,2/7/12,3/25/14,116,Business & Professional,US,79741,801
108101240,UK,10/13/11,9/13/15,9/13/15,9/13/15,59,Health & Wellness,GB,0,1
108249180,USA,10/13/11,10/13/11,10/19/11,10/31/11,290,Business & Professional,US,2245353.41,18984
108267850,USA,10/13/11,11/28/11,12/14/11,12/14/11,115,NULL,US,657599.07,5885
108566990,USA,10/14/11,4/25/14,4/25/14,NULL,124,NULL,NULL,0,2533
108656770,Ireland,10/14/11,7/30/14,7/30/14,7/30/14,381,Other,IE,5313.16,324
108812670,USA,10/15/11,10/20/11,10/20/11,10/20/11,404,Business & Professional,GH,1306.63,277
108988780,USA,10/16/11,10/22/12,10/22/12,10/22/12,48,Other,US,0,18
109073990,USA,10/16/11,8/17/13,8/17/13,12/5/13,609,Business & Professional,NULL,282.44,117
109298320,USA,10/17/11,5/22/15,5/22/15,6/27/15,90,Health & Wellness,US,0,73
109394180,USA,10/17/11,10/17/11,11/1/11,11/1/11,116,NULL,US,53765.76,1011
109470230,Australia,10/18/11,12/3/13,12/3/13,12/3/13,56,NULL,US,38577.1,272
109509910,USA,10/18/11,4/4/12,4/4/12,2/17/14,18,NULL,US,16196.76,586
109533130,USA,10/18/11,10/18/11,10/18/11,4/4/16,44,Business & Professional,GB,0,40
109753940,USA,10/18/11,10/18/11,11/3/11,11/3/11,429,NULL,US,170200.22,12648
109852900,UK,10/19/11,4/26/12,4/26/12,NULL,109,NULL,GB,0,5879
110004120,Canada,10/19/11,10/30/15,11/11/15,11/11/15,133,Performing & Visual Arts,CA,16066.15,825
110117640,UK,10/19/11,8/15/12,8/19/12,9/19/13,90,NULL,GB,2205.13,791
110360550,USA,10/20/11,5/23/12,5/23/12,NULL,10,Business & Professional,US,0,528
110403400,USA,10/20/11,10/20/11,9/13/12,1/21/13,60,Business & Professional,US,271845.13,1951
110476520,USA,10/20/11,10/20/11,10/20/11,NULL,17,NULL,US,0,359
110745470,USA,10/21/11,3/12/14,3/15/14,3/15/14,2,NULL,US,18838.14,138
110888030,USA,10/22/11,1/17/14,1/17/14,NULL,10,Music,US,0,13
111005980,USA,10/23/11,10/23/11,10/23/11,NULL,132,NULL,SA,0,3687
111085110,USA,10/23/11,5/18/16,5/18/16,NULL,2,Community & Culture,US,0,20
111121470,Canada,10/23/11,1/4/15,1/6/15,1/13/16,8,Charity & Causes,CA,1482.64,193
111192690,USA,10/24/11,10/24/11,10/24/11,NULL,2297,Health & Wellness,CA,0,2873
111397070,USA,10/24/11,10/20/16,10/21/16,10/21/16,1,Health & Wellness,US,3757,81
111509590,USA,10/25/11,7/20/13,7/20/13,7/20/13,22,Business & Professional,US,739.72,165
111660630,USA,10/25/11,6/8/16,6/8/16,NULL,1,Religion & Spirituality,NULL,0,1
111675500,USA,10/25/11,2/3/16,2/3/16,NULL,14,NULL,US,0,171
111868710,USA,10/26/11,10/26/11,10/26/11,10/26/11,269,NULL,SG,2423703.63,54317
111933410,UK,10/26/11,2/7/12,2/8/12,3/21/12,3834,NULL,GB,203867.05,10985
112001730,USA,10/26/11,11/20/12,5/6/14,NULL,4,Business & Professional,US,0,6
112013120,Canada,10/26/11,11/3/11,11/3/11,NULL,195,NULL,CA,0,7926
112016890,USA,10/26/11,9/18/14,9/18/14,9/18/14,26,Music,US,NULL,0
112078510,USA,10/26/11,10/26/11,10/26/11,10/26/11,473,Music,US,355528.95,4921
112088300,USA,10/26/11,10/14/13,4/13/15,NULL,152,Family & Education,US,0,2637
112111770,USA,10/26/11,10/26/11,10/26/11,10/26/11,77,NULL,NULL,356288.13,5012
112114910,USA,10/26/11,11/23/12,11/27/12,11/27/12,7,NULL,US,2202.18,774
112197930,USA,10/26/11,4/6/15,4/6/15,5/19/15,8,Other,US,30,62
112333220,USA,10/27/11,10/27/11,10/27/11,10/27/11,25,NULL,US,NULL,0
113229420,USA,10/31/11,9/8/15,9/8/15,9/8/15,37,Health & Wellness,US,18192.54,737
113405760,USA,11/1/11,11/1/11,10/23/13,3/19/14,2,Sports & Fitness,IN,0,8
113560610,USA,11/1/11,10/3/14,10/6/14,NULL,30,NULL,US,0,363
113909150,USA,11/2/11,6/12/14,6/12/14,6/12/14,174,Performing & Visual Arts,CA,5484.69,30
113944470,Italy,11/2/11,11/2/11,11/2/11,11/2/11,257,NULL,IT,16527.21,2801
114561490,USA,11/4/11,2/7/12,2/7/12,5/23/13,38,NULL,NULL,0,34
114762370,USA,11/5/11,9/9/13,9/11/13,9/11/13,15,NULL,GB,2314.57,116
114900670,USA,11/6/11,4/11/12,4/11/12,NULL,8,NULL,AU,0,142
114972220,UK,11/7/11,12/15/11,1/18/12,5/11/16,38,NULL,NULL,1122.32,1002
115087850,USA,11/7/11,6/11/15,6/19/15,6/19/15,884,Travel & Outdoor,US,81397.77,1893
115339870,USA,11/8/11,11/9/11,11/9/11,NULL,6,NULL,NULL,0,21
115347420,USA,11/8/11,8/12/14,8/13/14,NULL,6,Business & Professional,CA,0,274
115519050,USA,11/8/11,11/9/11,11/9/11,NULL,1416,NULL,US,0,9783
115650840,Italy,11/9/11,11/9/11,5/5/15,5/29/15,9,NULL,IT,0,253
115692910,USA,11/9/11,2/8/12,2/8/12,NULL,29,NULL,US,0,1291
115826150,USA,11/9/11,10/20/16,10/20/16,NULL,1,Seasonal & Holiday,US,0,27
115933830,USA,11/9/11,11/9/11,11/9/11,11/9/11,558,Sports & Fitness,US,1155991.03,19351
116160550,USA,11/10/11,11/10/11,11/10/11,11/10/11,11,NULL,US,3375,45
116352640,UK,11/11/11,11/11/11,11/17/11,10/2/12,126,NULL,GB,0,2661
116398990,USA,11/11/11,12/11/15,12/11/15,NULL,3,Science & Technology,US,0,10
116910150,USA,11/14/11,11/14/11,12/7/12,12/7/12,1915,NULL,US,32756.44,21583
117044340,USA,11/14/11,5/9/12,5/11/12,5/11/12,632,NULL,US,73330.11,9256
117296670,USA,11/15/11,8/17/15,8/18/15,NULL,1,Health & Wellness,US,0,2
117314310,USA,11/15/11,11/15/11,11/15/11,11/15/11,173,NULL,US,127830.65,3150
117347710,USA,11/15/11,11/15/11,11/15/11,6/20/12,183,NULL,US,5545,7269
117525880,Canada,11/16/11,12/15/14,12/15/14,12/15/14,134,Health & Wellness,CA,0,36
117726870,USA,11/16/11,11/30/11,11/30/11,11/30/11,549,NULL,US,10,87
118297900,USA,11/19/11,6/17/16,7/6/16,NULL,1,Business & Professional,MX,0,17
118318680,USA,11/19/11,11/6/13,11/6/13,11/6/13,47,NULL,US,97572.53,4356
118621730,USA,11/21/11,11/25/11,11/25/11,10/8/12,323,NULL,US,3627.07,2601
118897740,USA,11/22/11,7/22/15,7/22/15,7/22/15,244,Performing & Visual Arts,US,135,2
118932360,USA,11/22/11,1/12/15,1/13/15,NULL,94,Sports & Fitness,AU,0,6
119198220,Canada,11/24/11,11/25/11,11/28/11,11/14/12,1319,NULL,CA,0,22293
119220930,Canada,11/24/11,11/29/11,1/12/12,1/12/12,668,NULL,CA,410745.73,2692
119235620,UK,11/24/11,3/23/15,3/23/15,3/23/15,1,Business & Professional,JP,NULL,0
119372610,USA,11/25/11,8/24/12,8/24/12,8/24/12,55,NULL,US,210695.79,6187
119394450,USA,11/26/11,11/26/11,11/26/11,NULL,163,NULL,US,0,5134
119555580,USA,11/27/11,11/27/11,11/11/15,11/11/15,13,Film & Media & Entertainment,US,500,18
119565110,USA,11/28/11,1/6/15,1/6/15,NULL,292,NULL,NULL,0,2780
119773860,Canada,11/28/11,11/28/11,1/24/12,1/24/12,132,NULL,CA,18117.46,906
119973410,USA,11/29/11,3/7/14,3/7/14,6/23/15,1276,NULL,IE,90365.04,197
120121910,USA,11/29/11,10/25/15,10/25/15,10/25/15,3,Performing & Visual Arts,US,70,5
120123430,USA,11/29/11,11/29/11,11/29/11,11/29/11,652,NULL,US,27422,7919
120141940,UK,11/30/11,11/30/11,12/13/11,12/13/11,128,NULL,GB,20449.25,155
120298970,USA,11/30/11,6/13/13,6/13/13,9/9/14,352,NULL,US,150535.79,1361
120359280,USA,11/30/11,4/9/15,4/9/15,NULL,5,NULL,US,0,2
120399920,USA,11/30/11,11/30/11,8/16/15,8/16/15,1,NULL,CA,NULL,0
120411330,USA,11/30/11,11/30/11,11/30/11,10/22/12,306,NULL,US,28767,82150
120536760,USA,12/1/11,12/1/11,12/1/11,12/1/11,2002,Performing & Visual Arts,US,108155.91,65627
120597060,USA,12/1/11,12/1/11,12/1/11,9/26/12,405,NULL,US,7185,14126
120687310,USA,12/1/11,12/5/11,12/5/11,12/5/11,2314,Business & Professional,US,78140.6,611
120748960,USA,12/2/11,10/16/12,10/16/12,10/16/12,77,NULL,NULL,9618.69,11041
120801280,USA,12/2/11,12/2/11,9/10/12,NULL,175,NULL,NULL,0,5716
120819980,USA,12/2/11,12/2/11,12/2/11,NULL,74,NULL,US,0,1124
121069810,Canada,12/4/11,1/2/12,1/2/12,1/2/12,71,Business & Professional,CA,79350.26,1731
121257890,USA,12/5/11,12/5/11,1/6/12,1/6/12,77,NULL,NULL,43140.16,2395
121475770,USA,12/6/11,12/6/11,12/6/11,5/2/12,14,NULL,US,28.26,329
121489610,USA,12/6/11,1/22/15,1/22/15,NULL,3,Science & Technology,US,0,229
121565430,USA,12/6/11,12/6/11,12/11/11,12/11/11,10,NULL,US,NULL,0
121836380,USA,12/7/11,8/30/16,8/30/16,NULL,1,Other,GB,NULL,0
122091230,USA,12/8/11,12/8/11,12/10/11,12/28/11,232,NULL,US,33606.24,6857
122424355,USA,12/11/11,11/18/14,11/18/14,NULL,1,Film & Media & Entertainment,US,0,1
122544065,UK,12/12/11,12/12/11,12/12/11,NULL,121,Business & Professional,GB,0,2562
122548325,USA,12/12/11,12/12/11,12/12/11,NULL,674,NULL,NULL,0,1707
122577155,USA,12/12/11,1/17/12,1/17/12,NULL,30,NULL,LB,0,1550
122599195,USA,12/12/11,12/12/11,4/6/12,4/6/12,12,NULL,NULL,166,105
122680985,USA,12/12/11,12/12/11,12/18/11,12/18/11,324,Food & Drink,US,199649.5,8848
122710015,UK,12/13/11,11/14/14,6/26/15,NULL,11,NULL,NULL,0,748
122782915,USA,12/13/11,10/24/15,10/24/15,NULL,105,Science & Technology,US,0,211
122801575,USA,12/13/11,12/19/16,12/19/16,NULL,5,NULL,US,0,4
123093305,UK,12/15/11,3/16/12,3/16/12,9/1/16,315,NULL,GB,247.35,1774
123128565,UK,12/15/11,12/15/11,1/17/12,1/17/12,424,NULL,GB,350743.66,5148
123168595,USA,12/15/11,12/15/11,12/21/11,12/21/11,157,NULL,US,435650.04,6529
123186225,USA,12/15/11,6/6/13,6/12/13,NULL,64,NULL,US,0,1049
123307995,UK,12/16/11,2/19/13,4/2/13,NULL,221,NULL,GB,0,12363
123331305,USA,12/16/11,5/8/13,5/22/13,4/7/14,20,Other,US,0,1
123361645,UK,12/16/11,2/1/12,2/1/12,2/1/12,57,NULL,NULL,1410348.45,11520
123375095,USA,12/16/11,8/3/12,8/3/12,8/3/12,81,NULL,US,0,12
123412335,Canada,12/16/11,12/16/11,12/30/11,9/25/13,35,NULL,CA,125.66,2473
123705815,USA,12/19/11,2/10/15,2/10/15,NULL,3,NULL,GB,0,38
123823905,USA,12/20/11,12/20/11,12/20/11,3/9/12,33,NULL,US,13805.36,5244
123932375,USA,12/21/11,12/21/11,12/21/11,12/21/11,71,NULL,NULL,35671.48,3519
123949465,UK,12/21/11,2/9/12,2/9/12,2/9/12,1483,Business & Professional,GB,209796.23,795
124016145,USA,12/21/11,12/21/11,12/21/11,12/21/11,97,Food & Drink,US,448140.88,343
124040155,Australia,12/21/11,12/21/11,12/21/11,8/6/14,70,NULL,AU,9444.32,1702
124128305,USA,12/22/11,2/2/16,2/2/16,2/2/16,2,Hobbies & Special Interest,US,2360,31
124285795,USA,12/23/11,12/23/11,12/23/11,12/23/11,178,NULL,NULL,367446.16,958
124530005,Canada,12/27/11,1/12/12,1/12/12,1/12/12,9,NULL,CA,7856.24,118
124534405,UK,12/27/11,1/3/12,1/4/12,1/4/12,240,Music,GB,44111.64,748
124603695,USA,12/27/11,12/27/11,1/4/12,1/4/12,427,Performing & Visual Arts,US,178263.58,3887
124672585,USA,12/28/11,12/28/11,12/28/11,12/28/11,23,NULL,US,7202.3,465
124747225,USA,12/28/11,12/19/12,12/19/12,12/19/12,1953,NULL,NULL,17254,28110
124760275,USA,12/28/11,12/28/11,10/17/13,10/17/13,62,NULL,US,0,6
125577545,USA,1/3/12,9/5/15,9/5/15,NULL,21,Religion & Spirituality,US,0,89
125645305,USA,1/3/12,11/12/14,3/12/15,3/12/15,178,NULL,NULL,0,15
125689585,USA,1/3/12,8/7/14,8/7/14,NULL,2,NULL,US,0,36
125900785,USA,1/4/12,11/22/13,11/22/13,11/22/13,28,NULL,US,12039.96,1064
125912435,USA,1/4/12,1/4/12,1/4/12,11/8/12,94,NULL,US,22277.92,3804
126055505,UK,1/5/12,1/5/12,1/5/12,NULL,750,NULL,NULL,0,85784
126112775,USA,1/5/12,1/25/12,1/29/12,1/29/12,439,NULL,US,127143.28,38829
126173095,USA,1/5/12,4/22/15,4/22/15,4/22/15,3,Other,US,100,66
126310805,USA,1/5/12,9/10/12,9/10/12,NULL,91,NULL,US,0,481
126439345,USA,1/6/12,2/25/15,2/25/15,NULL,6,NULL,US,0,14
126466285,USA,1/6/12,1/26/15,1/26/15,NULL,26,Family & Education,US,0,607
126750105,USA,1/8/12,10/5/16,10/6/16,10/6/16,634,NULL,GB,132561.92,1272
126814745,Australia,1/9/12,4/1/14,4/1/14,4/1/14,51,Health & Wellness,AU,53598.1,419
126929625,USA,1/9/12,4/3/14,4/3/14,4/3/14,8,Health & Wellness,US,2970,138
127193965,USA,1/10/12,6/2/16,6/2/16,NULL,1,Health & Wellness,US,NULL,0
127199205,USA,1/10/12,2/20/12,2/20/12,NULL,119,NULL,FI,0,20266
127282675,USA,1/10/12,1/10/12,8/27/15,8/27/15,118,Fashion & Beauty,US,100,21
127350295,USA,1/10/12,12/12/13,12/12/13,12/12/13,119,NULL,NULL,110,7
127449495,USA,1/11/12,4/18/12,4/18/12,4/18/12,639,NULL,US,57984.9,16127
127492725,Italy,1/11/12,1/11/12,1/11/12,1/27/12,187,NULL,IT,2162.28,1570
127585975,USA,1/11/12,3/25/15,3/25/15,NULL,192,Sports & Fitness,US,0,230
127618425,USA,1/11/12,1/11/12,1/12/12,1/12/12,13,NULL,US,7904.74,323
127685235,New Zealand,1/11/12,1/16/12,1/16/12,1/16/12,99,NULL,NULL,98846.49,2469
128100855,USA,1/13/12,1/13/12,1/13/12,NULL,167,NULL,NULL,0,2123
128557745,UK,1/16/12,9/29/16,9/29/16,NULL,3,Religion & Spirituality,GB,NULL,0
128602515,Canada,1/16/12,3/30/12,4/3/12,4/3/12,48,Business & Professional,CA,22887.22,1129
128689975,USA,1/16/12,1/16/12,1/16/12,1/16/12,195,NULL,GB,34787.13,644
128778135,Singapore,1/17/12,1/17/12,1/17/12,4/11/12,147,NULL,SG,7614.85,6278
128882405,USA,1/17/12,12/10/13,1/15/14,8/7/14,12,NULL,US,6075.43,499
129212005,USA,1/18/12,1/18/12,1/22/12,1/22/12,66,NULL,US,21245.88,299
129343775,USA,1/18/12,6/17/15,6/17/15,6/17/15,29,Hobbies & Special Interest,IE,1454.09,48
129404395,USA,1/18/12,1/18/12,1/18/12,2/19/13,839,Family & Education,US,3441,377
129487455,USA,1/19/12,1/19/12,1/19/12,1/19/12,111,NULL,US,1730,134
129577475,USA,1/19/12,1/20/12,1/20/12,3/20/12,232,NULL,US,3958.87,918
129581455,USA,1/19/12,1/23/12,1/25/12,1/25/12,61,Music,NULL,331694.71,3163
129780175,France,1/20/12,1/23/12,1/23/12,NULL,104,NULL,NULL,0,1317
129784225,UK,1/20/12,1/20/12,1/25/12,1/25/12,370,NULL,GB,409845.13,32229
129788925,UK,1/20/12,3/23/15,3/24/15,3/24/15,41,NULL,GB,24509.12,1755
129888175,USA,1/20/12,1/20/12,1/20/12,NULL,240,NULL,US,0,8308
130127195,USA,1/21/12,12/28/14,12/28/14,4/8/15,551,Food & Drink,US,3200,1139
130415895,USA,1/23/12,3/7/15,3/7/15,3/7/15,1,Business & Professional,US,NULL,0
130875815,USA,1/24/12,1/24/12,2/6/12,2/6/12,22,NULL,US,5467571.93,3079
130943435,USA,1/24/12,1/24/12,3/6/12,3/6/12,124,Religion & Spirituality,US,1812510.6,9581
131027595,UK,1/25/12,1/25/12,1/25/12,8/9/16,49,NULL,GB,2990.37,1206
131306415,USA,1/25/12,3/23/16,3/23/16,NULL,19,NULL,US,0,648
131491105,USA,1/26/12,10/24/14,10/27/14,10/27/14,40,NULL,PR,186.04,130
131626365,Canada,1/26/12,1/29/12,1/29/12,3/2/12,406,NULL,CA,108461.94,5695
131889885,USA,1/27/12,8/28/14,8/28/14,8/28/14,6,Home & Lifestyle,US,600,159
131891315,Canada,1/27/12,1/27/12,1/27/12,1/27/12,9,NULL,CA,7027.69,382
