event_id,organizer_id,event_create_date,event_publish_date,event_start_date,event_currency,is_listed,event_paid_type,event_capacity,event_category,event_country
2020110,9092720,8/10/09,7/12/16,7/16/16,USD,public,free event,50,Business & Professional,NG
2532090,14360170,12/6/09,1/31/15,3/12/15,USD,public,paid event,220,Auto & Boat & Air,CN
2761625,16167660,1/27/10,4/1/14,4/17/14,USD,public,free event,100,NULL,IE
2783390,16366115,1/31/10,10/15/14,11/24/14,USD,private,free event,20,NULL,CA
4058910,5222370,8/24/10,9/16/14,9/20/14,USD,private,free event,15,NULL,US
4476015,33092745,9/23/10,12/11/14,12/20/14,USD,public,free event,35,Other,NULL
5913045,10771465,12/6/13,1/25/15,1/31/15,USD,public,free event,1150,Charity & Causes,NULL
8022285,15129365,4/24/11,7/31/14,8/17/14,CAD,public,paid event,50,Performing & Visual Arts,CA
8087625,71334275,4/27/11,9/13/16,10/28/16,USD,public,paid event,600,Family & Education,US
8977125,6805140,6/11/11,9/12/15,9/20/15,USD,public,free event,400,Family & Education,US
9968365,41696235,9/22/11,10/27/16,10/27/16,USD,public,free event,12,NULL,NULL
10889910,15491310,9/13/11,3/12/16,4/9/16,GBP,public,free event,100,NULL,GB
12897490,120399920,11/30/11,8/16/15,8/24/15,CAD,private,paid event,10,NULL,CA
13738415,50285445,1/10/12,1/18/16,2/27/16,USD,public,paid event,100,Performing & Visual Arts,US
15314115,142202845,3/2/12,6/17/14,9/25/14,USD,public,free event,200,Film & Media & Entertainment,US
15384395,136068185,3/4/12,9/17/14,9/24/14,USD,private,free event,50,NULL,OM
18105450,17039590,1/24/14,1/24/14,3/7/14,USD,private,paid event,45,NULL,US
19076150,58126095,8/15/13,6/18/14,6/22/14,USD,public,free event,60,Business & Professional,US
22097210,145175315,9/24/12,11/9/15,1/9/16,CAD,public,paid event,120,Charity & Causes,CA
22902830,179150020,10/12/12,9/11/14,9/29/14,CAD,private,free event,100,NULL,CA
27693220,263005230,2/17/13,11/12/15,1/18/16,AUD,private,free event,32,NULL,AU
28463220,58224845,12/10/13,9/2/15,10/12/15,USD,private,paid event,1,NULL,US
29086865,275329825,3/13/13,1/3/14,1/30/14,USD,private,free event,25,NULL,US
30606945,285117745,4/4/13,2/23/14,3/19/14,USD,public,paid event,100,NULL,US
33284135,23274970,5/13/13,6/2/14,7/20/14,USD,public,free event,500,Community & Culture,US
33927605,107766860,5/22/13,6/17/14,8/20/14,CAD,public,free event,75,Science & Technology,CA
36973585,82720985,7/25/13,9/5/14,10/4/14,USD,public,free event,100,Family & Education,US
37109055,332979445,10/15/13,9/17/14,12/13/14,GBP,public,paid event,200,Charity & Causes,GB
38498235,341781635,8/2/13,3/17/16,5/11/16,USD,private,paid event,50,NULL,US
39190025,22568555,8/22/13,2/16/14,2/19/14,GBP,public,free event,100,NULL,NULL
39537965,348102285,8/18/13,4/15/15,8/7/15,USD,public,paid event,200,Other,US
39780455,345690155,8/21/13,9/19/14,10/1/14,USD,public,free event,150,Family & Education,US
39851335,163499875,8/22/13,3/19/14,5/3/14,USD,public,paid event,1000,Health & Wellness,US
41692115,363343395,9/16/13,2/27/14,3/7/14,USD,private,paid event,20,NULL,NULL
41897965,285005805,1/27/14,1/27/14,7/10/14,GBP,private,paid event,1210,NULL,GB
42508315,287823055,2/3/14,2/3/14,2/23/14,CAD,public,paid event,100,NULL,CA
42936835,340571075,10/2/13,5/8/14,8/5/14,USD,public,free event,262,Other,US
43080965,375763265,10/3/13,1/3/17,1/24/17,CAD,private,free event,200,NULL,CA
43182445,197063780,10/4/13,6/27/14,8/10/15,USD,public,paid event,8,Health & Wellness,US
43420645,175393680,10/8/13,3/21/14,6/25/14,GBP,public,free event,16,NULL,GB
43448915,318798935,10/8/13,3/14/14,4/10/14,GBP,public,free event,44,Community & Culture,GB
43452185,378528155,10/8/13,3/13/14,3/25/14,USD,public,free event,40,Performing & Visual Arts,NULL
44152625,62580185,10/24/13,2/16/14,2/21/14,CAD,private,free event,47,NULL,CA
44207935,255978470,10/16/13,3/12/14,4/17/14,USD,public,free event,400,NULL,NULL
44841255,288438685,1/23/14,7/1/16,8/5/16,USD,public,free event,6000,Performing & Visual Arts,US
45454195,291375735,10/31/13,2/1/14,4/8/14,USD,public,free event,5,Charity & Causes,US
45669395,94760995,11/4/13,2/11/14,3/6/14,CAD,public,free event,55,NULL,CA
45940165,141706415,11/6/13,5/26/14,6/11/14,USD,public,paid event,20,Community & Culture,US
46376995,366677615,1/2/14,1/7/14,1/23/14,USD,public,paid event,505,NULL,US
46880705,289567605,11/18/13,2/16/14,4/11/14,USD,public,paid event,60,Business & Professional,US
47150555,43926565,11/21/13,5/30/14,7/9/14,USD,public,free event,170,NULL,GB
47877825,99811310,1/13/14,1/14/14,1/28/14,USD,private,free event,200,NULL,US
47930705,264539500,12/2/13,1/31/14,3/8/14,USD,public,paid event,715,Business & Professional,US
48074605,233667635,12/3/13,5/29/14,6/14/14,AUD,public,free event,100,Business & Professional,AU
48603215,414554385,12/13/13,8/22/14,8/30/14,USD,public,free event,1250,Other,NULL
48958045,286163695,1/4/14,5/13/14,5/30/14,USD,private,paid event,150,NULL,US
49036890,378724675,12/15/13,4/23/14,5/14/14,USD,private,paid event,1,NULL,NULL
49211490,417783150,1/10/14,1/10/14,1/25/14,GBP,public,free event,150,Music,GB
49713745,46572355,1/13/14,1/17/14,2/14/14,USD,public,paid event,106,Film & Media & Entertainment,US
49812345,176711280,1/1/14,1/1/14,1/3/14,EUR,public,paid event,5,Travel & Outdoor,BE
49815955,421598385,1/1/14,1/1/14,1/25/14,USD,private,free event,200,NULL,US
49864845,65989745,1/2/14,1/2/14,1/15/14,USD,public,free event,40,NULL,US
49898305,143914485,1/2/14,1/4/15,1/15/15,USD,public,free event,1000,Science & Technology,US
49900435,314305325,1/2/14,1/2/14,2/5/14,USD,public,free event,51,Sports & Fitness,US
49933075,393675265,1/3/14,1/3/14,2/18/14,USD,private,free event,140,NULL,GB
49953175,152452315,1/3/14,1/7/14,1/27/14,USD,private,free event,200,NULL,US
49968625,343551745,1/3/14,1/3/14,1/29/14,USD,public,paid event,26,Food & Drink,US
49977795,422359865,1/3/14,1/3/14,2/14/14,GBP,public,free event,15,NULL,NULL
49980315,269424980,1/3/14,4/3/14,4/12/14,USD,public,free event,100,Music,US
50018635,19262675,1/5/14,1/6/14,4/11/14,AUD,public,paid event,550,NULL,AU
50041425,357190,1/5/14,1/5/14,1/23/14,GBP,public,paid event,163,NULL,GB
50063415,137255855,1/6/14,1/6/14,1/23/14,EUR,public,free event,15,NULL,GB
50080505,228864095,1/6/14,1/6/14,2/4/14,USD,private,free event,20,NULL,US
50098165,54771105,1/9/14,1/9/14,2/20/14,USD,public,paid event,25,NULL,US
50107535,250310730,1/16/14,1/16/14,1/30/14,USD,public,free event,50,NULL,US
50129225,353830,1/6/14,2/8/14,2/14/14,USD,public,paid event,1500,NULL,US
50153755,6633840,1/7/14,1/7/14,5/27/14,GBP,public,paid event,22,NULL,GB
50167805,423553335,1/7/14,2/15/14,2/19/14,USD,public,free event,65,Business & Professional,US
50196035,370951645,1/7/14,6/10/14,6/24/14,USD,public,paid event,35,Music,US
50235845,62141665,1/8/14,1/8/14,1/30/14,GBP,public,free event,1,NULL,NULL
50237955,279479515,1/8/14,1/8/14,1/28/14,USD,public,free event,30,NULL,GB
50327495,424589965,1/9/14,1/9/14,2/14/14,USD,public,free event,100,NULL,ID
50359955,415580,1/9/14,1/9/14,2/18/14,USD,private,free event,1,NULL,NULL
50393935,105802680,1/9/14,1/9/14,7/7/14,USD,public,paid event,17,Family & Education,US
50401475,289115355,1/9/14,1/9/14,5/15/14,USD,public,free event,1000,Music,US
50406995,343605985,1/9/14,1/9/14,2/28/14,USD,public,paid event,24,Sports & Fitness,US
50415455,131027595,1/30/14,2/5/14,3/5/14,GBP,private,free event,60,NULL,NULL
50416295,17727305,1/10/14,1/10/14,2/14/14,GBP,private,paid event,212,NULL,GB
50427515,169220855,1/10/14,1/10/14,1/28/14,USD,private,free event,30,NULL,NULL
50475515,22441915,1/10/14,1/10/14,2/4/14,USD,public,paid event,30,NULL,US
50502635,425876255,1/11/14,1/11/14,2/23/14,USD,private,free event,200,NULL,US
50509695,146473385,1/11/14,3/9/14,7/6/14,USD,public,paid event,270,Food & Drink,US
50527845,426070315,1/12/14,1/12/14,1/19/14,USD,public,free event,10,NULL,NULL
50543935,63125695,1/12/14,1/14/14,2/5/14,USD,public,free event,79,NULL,FR
50547375,421464845,1/12/14,1/12/14,2/4/14,USD,public,paid event,16,NULL,US
50568705,425366745,1/13/14,1/13/14,2/8/14,GBP,private,free event,160,NULL,GB
50596965,330286085,1/13/14,1/13/14,3/11/14,GBP,public,free event,30,NULL,GB
50601725,415636445,1/13/14,1/13/14,2/8/14,USD,public,free event,50,NULL,US
50622645,262307630,1/13/14,1/13/14,3/8/14,USD,private,free event,200,NULL,US
50628855,85546735,1/13/14,1/13/14,3/11/14,USD,public,free event,20,NULL,US
50647155,33795415,1/13/14,1/13/14,2/8/14,USD,private,free event,50,NULL,US
50683695,265297860,1/14/14,1/14/14,1/29/14,GBP,public,paid event,301,NULL,GB
50732655,23767550,1/14/14,1/14/14,2/23/14,USD,public,paid event,80,Business & Professional,US
50738935,221140735,1/14/14,1/14/14,2/20/14,USD,public,free event,8,Travel & Outdoor,US
50772215,51274375,1/15/14,1/27/14,2/26/14,USD,private,free event,100,NULL,NULL
50794985,2928835,1/15/14,1/15/14,2/12/14,USD,private,free event,20,NULL,CA
50822775,307601945,1/15/14,1/15/14,3/1/14,USD,public,free event,30,Hobbies & Special Interest,US
50842335,298798055,1/15/14,1/15/14,3/1/14,USD,public,free event,10,NULL,US
50874775,286461965,1/16/14,1/16/14,2/19/14,USD,public,free event,100,NULL,US
50882585,458670,1/16/14,1/16/14,4/5/14,USD,public,free event,50,NULL,US
50889925,349631835,1/16/14,1/16/14,4/5/14,GBP,private,paid event,2100,NULL,NULL
50908265,244975590,1/16/14,1/16/14,2/11/14,USD,public,paid event,1000,NULL,NULL
50923925,429110225,1/16/14,1/16/14,9/15/14,USD,private,free event,15,NULL,US
50933045,10352135,1/16/14,1/16/14,2/12/14,USD,public,paid event,48,NULL,US
50955685,429363885,1/17/14,3/3/14,4/4/14,USD,public,paid event,50,NULL,US
50983605,18888700,1/17/14,1/17/14,2/1/14,USD,public,free event,35,NULL,US
51016015,247610630,1/17/14,1/17/14,7/12/14,USD,public,paid event,32,NULL,US
51032155,253504350,1/18/14,2/19/14,3/25/14,USD,public,paid event,30,NULL,US
51036705,248336120,1/18/14,1/18/14,2/22/14,USD,public,free event,200,Business & Professional,NULL
51041025,41250,1/31/14,1/31/14,2/20/14,USD,public,free event,1620,NULL,US
51066665,292846545,1/19/14,1/19/14,2/13/14,USD,private,free event,10,Film & Media & Entertainment,US
51077485,430286185,1/19/14,1/19/14,1/25/14,USD,public,paid event,20,NULL,US
51131075,345899795,1/20/14,1/20/14,1/28/14,USD,private,free event,70,NULL,US
51145005,16833090,1/20/14,1/20/14,1/23/14,USD,private,free event,300,NULL,US
51169045,368682435,1/20/14,10/2/14,1/27/15,USD,public,paid event,24,Business & Professional,US
51185745,338191245,1/20/14,1/22/14,1/28/14,USD,private,free event,200,NULL,SA
51209405,288466755,1/21/14,1/21/14,3/29/14,USD,public,free event,42,NULL,US
51210995,382481455,1/21/14,1/21/14,3/3/14,USD,public,free event,180,NULL,US
51227395,103981310,1/21/14,1/21/14,1/24/14,USD,public,paid event,100,Music,US
51228425,408986455,1/21/14,1/21/14,1/21/14,USD,public,free event,180,NULL,US
51240755,229166345,1/21/14,1/21/14,3/7/14,USD,public,free event,17,NULL,US
51240965,427406175,1/21/14,1/21/14,2/22/14,USD,public,paid event,60,NULL,US
51254335,321088055,1/21/14,11/18/14,12/2/14,USD,private,free event,20,NULL,US
51301105,116352640,1/22/14,1/22/14,2/24/14,GBP,public,free event,20,NULL,GB
51304725,390074795,1/22/14,1/23/14,3/14/14,GBP,public,free event,60,NULL,GB
51321655,196502410,1/22/14,1/22/14,4/1/14,GBP,public,free event,100,NULL,GB
51348895,274396645,1/22/14,1/23/14,1/28/14,USD,private,free event,45,NULL,US
51366325,417790930,1/22/14,1/22/14,2/18/14,EUR,public,free event,180,Family & Education,ES
51382065,432369175,1/22/14,1/23/14,7/25/15,USD,private,free event,150,NULL,US
51416325,239697750,1/23/14,1/23/14,3/15/14,USD,public,paid event,150,NULL,US
51418085,270285350,1/23/14,1/23/14,4/26/14,USD,public,paid event,149,NULL,US
51419185,258527120,1/23/14,1/23/14,2/21/14,USD,public,free event,60,NULL,US
51423885,264139770,1/23/14,1/23/14,5/9/14,USD,public,paid event,10,NULL,NULL
51452465,308395,1/23/14,1/23/14,1/28/14,USD,public,paid event,100,Travel & Outdoor,US
51453015,152126315,1/23/14,1/23/14,1/30/14,USD,public,paid event,150,NULL,NULL
51460745,47448565,1/23/14,1/23/14,2/1/14,USD,public,paid event,100,NULL,US
51464335,9789670,1/23/14,1/23/14,2/15/14,USD,public,paid event,169,Performing & Visual Arts,US
51475665,176650670,1/23/14,1/23/14,4/4/14,USD,public,paid event,1000,NULL,US
51476075,300694135,1/23/14,1/23/14,2/12/14,AUD,public,free event,50,NULL,AU
51487845,345073455,1/23/14,1/25/16,2/19/16,USD,private,paid event,20,NULL,US
51538275,285091955,1/24/14,1/24/14,6/7/14,USD,public,paid event,360,Travel & Outdoor,US
51546555,433510145,1/24/14,1/31/14,2/15/14,USD,public,free event,12,Sports & Fitness,US
51621535,431553175,1/26/14,1/26/14,2/5/14,USD,public,free event,1000,Business & Professional,GB
51672275,12090190,1/26/14,2/4/14,4/5/14,USD,public,paid event,100,NULL,US
51765385,160661085,1/27/14,1/27/14,2/27/14,USD,public,free event,1000,NULL,NULL
51781025,435008255,1/27/14,1/27/14,3/3/14,USD,private,free event,15,NULL,NULL
51782545,409919635,1/27/14,2/5/14,2/25/14,GBP,public,free event,52,Business & Professional,GB
51804535,206921440,1/28/14,1/28/14,3/6/14,USD,private,free event,15,NULL,NULL
51814345,103723180,1/28/14,1/28/14,3/4/14,USD,public,free event,1000,NULL,US
51865655,435604155,1/29/14,1/29/14,2/26/14,AUD,private,free event,60,NULL,AU
51889785,435772315,1/29/14,1/29/14,2/20/14,GBP,public,free event,100,Business & Professional,GB
51897085,389256965,1/29/14,1/29/14,2/23/14,GBP,public,free event,21,NULL,GB
51962275,15793605,1/29/14,1/29/14,1/31/14,USD,public,free event,300,Film & Media & Entertainment,US
51968835,436313775,1/29/14,1/29/14,2/11/14,USD,public,free event,75,NULL,US
51982305,69542605,1/30/14,1/30/14,2/23/14,USD,public,paid event,1104,Music,US
52000285,420040635,1/30/14,2/19/14,4/8/14,USD,public,free event,8,NULL,US
52023905,253812600,1/30/14,1/30/14,3/15/14,USD,public,paid event,1000,Charity & Causes,US
52044365,5499205,1/30/14,1/30/14,2/11/14,USD,public,free event,20,NULL,US
52059095,348431605,1/30/14,1/30/14,3/11/14,AUD,public,paid event,20,NULL,NULL
52097355,204825270,1/31/14,1/31/14,2/21/14,USD,private,free event,200,NULL,NULL
52098595,277002835,1/31/14,1/31/14,3/15/14,USD,public,paid event,75,NULL,NULL
52116835,431144825,1/31/14,2/6/14,3/3/14,GBP,private,free event,26,NULL,GB
52117385,303310485,1/31/14,1/31/14,3/19/14,USD,private,free event,460,NULL,NULL
52122845,20822675,1/31/14,1/31/14,12/6/14,USD,public,paid event,10,Music,US
52122885,64419655,1/31/14,1/31/14,2/7/14,USD,public,free event,75,Business & Professional,US
52131275,417216760,1/31/14,2/4/14,3/12/14,USD,public,paid event,20,NULL,US
52137065,437495875,1/31/14,2/6/14,2/25/14,USD,private,free event,250,NULL,US
52142285,92107305,1/31/14,1/31/14,2/13/14,USD,public,free event,20,NULL,US
52143155,34629805,1/31/14,4/18/14,6/4/14,USD,public,paid event,145,Business & Professional,US
52158795,437690295,1/31/14,1/31/14,4/12/14,CAD,private,free event,110,NULL,CA
52198135,237613910,2/1/14,2/2/14,2/11/14,USD,public,paid event,150,NULL,US
52207695,438069025,2/1/14,2/1/14,2/2/14,USD,private,free event,20,NULL,NULL
52230885,329577915,2/2/14,2/2/14,2/22/14,USD,public,free event,100,NULL,US
52266275,111509590,2/3/14,2/3/14,3/17/14,USD,public,paid event,20,Business & Professional,US
52274335,215935170,2/3/14,2/3/14,5/23/14,GBP,public,paid event,16,NULL,GB
52327975,437428265,2/3/14,3/31/15,5/6/15,USD,public,paid event,10,Business & Professional,US
52333065,120687310,2/3/14,2/3/14,10/23/14,USD,public,paid event,27,NULL,US
52394715,425392485,2/4/14,2/11/14,4/23/14,USD,public,free event,300,NULL,GB
52439835,416222135,2/4/14,2/4/14,2/12/14,USD,public,free event,50,Other,US
52458505,439830135,2/4/14,2/4/14,2/18/14,USD,private,free event,40,NULL,NULL
52473055,214921030,2/5/14,2/5/14,2/18/14,USD,public,free event,6,NULL,US
52481835,311333655,2/5/14,2/5/14,3/20/14,USD,public,free event,100,NULL,GB
52493535,38228325,2/5/14,2/5/14,4/19/14,USD,public,paid event,2700,Community & Culture,US
52496335,16381315,2/5/14,2/5/14,2/13/14,USD,private,free event,5000,NULL,US
52515085,80037435,2/5/14,2/5/14,3/25/14,USD,public,free event,6,NULL,US
52525295,412395735,2/5/14,2/5/14,3/8/14,USD,public,free event,80,NULL,GR
52526275,426499915,2/6/14,2/6/14,4/3/14,GBP,public,free event,400,NULL,GB
52532385,440685035,2/6/14,2/17/14,3/7/14,USD,public,free event,200,Music,ES
52553335,440888715,2/6/14,2/6/14,3/7/14,GBP,public,free event,10000,NULL,GB
52565555,9704295,2/6/14,2/6/14,5/23/14,GBP,public,paid event,216,Other,GB
52590255,2092510,2/6/14,2/6/14,2/8/14,GBP,private,paid event,200,NULL,NULL
52595635,102942630,2/7/14,2/7/14,2/21/14,GBP,public,free event,25,NULL,GB
52610975,222777105,2/7/14,2/7/14,3/27/14,USD,private,free event,50,Business & Professional,US
52645955,442040775,2/8/14,2/8/14,2/23/14,USD,private,free event,14,NULL,US
52646115,29163385,2/8/14,2/19/14,4/17/14,GBP,public,paid event,100,NULL,GB
52662785,411648025,2/8/14,2/8/14,2/23/14,CAD,public,paid event,5,NULL,CA
52672085,247450640,2/9/14,2/9/14,2/18/14,USD,private,free event,40,NULL,NULL
52676275,312225485,2/9/14,2/9/14,2/19/14,USD,public,free event,200,Other,NULL
52678835,420292785,2/9/14,2/9/14,3/15/14,USD,public,paid event,20,NULL,US
52682235,413299985,2/9/14,2/9/14,3/8/14,USD,public,free event,50,NULL,US
52687565,258455930,2/9/14,2/9/14,2/12/14,USD,private,free event,1,NULL,NULL
52687915,397973815,2/9/14,2/9/14,2/21/14,AUD,public,free event,210,NULL,AU
52696745,347021205,2/10/14,2/10/14,2/22/14,EUR,public,free event,150,Religion & Spirituality,FR
52700415,26844610,2/10/14,2/10/14,3/24/14,GBP,public,paid event,50,NULL,GB
52704745,383694645,2/10/14,2/10/14,4/12/14,HKD,public,paid event,48,Travel & Outdoor,HK
52707765,23845735,2/10/14,2/10/14,5/29/14,USD,public,paid event,1150,NULL,US
52716335,18382650,2/10/14,2/10/14,3/10/14,USD,public,free event,20,Religion & Spirituality,US
52721385,259457800,2/10/14,2/10/14,2/13/14,USD,public,free event,15,NULL,US
52781685,247450640,2/11/14,2/11/14,2/20/14,USD,private,free event,20,NULL,NULL
52784465,7119895,2/11/14,2/11/14,3/18/14,USD,private,free event,50,NULL,US
52793215,60917675,2/11/14,2/11/14,2/19/14,USD,private,free event,999,NULL,US
52834545,4597285,2/11/14,2/11/14,5/1/14,USD,public,paid event,200,Business & Professional,NULL
52848445,199627270,2/12/14,2/12/14,3/4/14,USD,private,free event,100,NULL,US
52861325,78783655,2/12/14,2/12/14,3/3/14,USD,public,free event,135,Food & Drink,US
52889425,445036535,2/12/14,2/12/14,3/24/14,USD,private,paid event,175,NULL,NULL
52893955,8223740,2/12/14,2/12/14,3/19/14,USD,public,free event,2000,Music,US
52900595,135714975,2/12/14,2/12/14,7/26/14,USD,public,paid event,100,NULL,NULL
52901735,305906775,2/12/14,2/12/14,3/12/14,USD,public,paid event,30,NULL,US
52904295,371561585,2/12/14,2/13/14,8/30/14,USD,public,paid event,312,Community & Culture,US
52909895,323102315,2/13/14,2/13/14,3/4/14,USD,public,free event,20,Business & Professional,IT
52928245,282207725,2/13/14,2/13/14,3/25/14,USD,public,paid event,100,NULL,NULL
52943745,34679945,2/13/14,2/13/14,2/28/14,USD,public,free event,300,Business & Professional,US
52949205,27445365,2/13/14,2/13/14,3/25/14,USD,private,free event,40,NULL,US
52957375,390831595,2/13/14,2/13/14,3/1/14,USD,public,paid event,5,Health & Wellness,US
52959625,445811375,2/13/14,2/27/14,3/19/14,AUD,private,free event,50,Community & Culture,AU
52965745,143102445,2/13/14,2/18/14,3/12/14,AUD,public,paid event,40,Government & Politics,AU
52991745,186979310,2/14/14,2/16/14,5/12/14,USD,public,paid event,90,NULL,US
53016395,211476910,2/15/14,2/15/14,6/6/14,EUR,public,paid event,15,Other,FR
53017205,363273475,2/15/14,2/15/14,2/25/14,CAD,public,free event,120,NULL,CA
53071385,445984165,2/17/14,2/17/14,10/9/14,GBP,private,free event,500,NULL,GB
53085285,447516565,2/17/14,2/17/14,2/27/14,EUR,public,free event,80,Business & Professional,IT
53090745,20531180,2/17/14,2/17/14,2/7/15,USD,public,paid event,40,Sports & Fitness,US
53097595,90927195,2/17/14,2/17/14,3/22/14,USD,private,free event,25,NULL,US
53119235,417472230,2/18/14,2/18/14,3/19/14,AUD,private,free event,21,NULL,AU
53130875,447997735,2/18/14,2/18/14,4/7/14,USD,public,paid event,5,Religion & Spirituality,ZA
53150615,48235965,2/18/14,2/18/14,2/22/14,USD,public,free event,20,Other,US
53166965,199584340,2/18/14,2/18/14,5/20/14,USD,public,paid event,50,NULL,US
53170155,279060075,2/18/14,2/25/14,2/28/14,USD,private,paid event,5000,NULL,US
53179565,68418285,2/18/14,2/18/14,3/18/14,AUD,private,free event,12,Other,AU
53180215,411740,2/18/14,3/6/14,8/9/14,USD,public,paid event,146,NULL,US
53187725,426894975,2/18/14,2/19/14,3/26/14,AUD,private,free event,150,NULL,AU
53219885,448917695,2/19/14,2/19/14,2/27/14,USD,public,free event,100,NULL,US
53222945,40661545,2/19/14,2/19/14,3/28/14,USD,public,paid event,600,NULL,CA
53243725,443985985,2/19/14,2/19/14,7/21/14,CAD,public,paid event,32,NULL,CA
53247825,449292935,2/19/14,2/19/14,2/21/14,USD,public,paid event,1528,NULL,US
53281235,449652965,2/20/14,2/23/14,3/8/14,USD,public,free event,30,Community & Culture,ID
53318835,99017900,2/20/14,2/23/14,3/11/14,USD,private,free event,20,Travel & Outdoor,US
53336565,168450845,2/21/14,2/21/14,11/18/14,GBP,private,free event,23,NULL,NULL
53339425,246324400,2/21/14,2/21/14,4/2/14,GBP,public,paid event,15,NULL,NULL
53367155,14653230,2/21/14,2/21/14,3/22/14,USD,public,free event,50,NULL,US
53376325,350993825,2/21/14,2/21/14,4/17/14,USD,private,paid event,50,Business & Professional,US
53378255,450776035,2/21/14,2/21/14,4/22/14,EUR,public,free event,100000,Government & Politics,IT
53408535,201880500,2/23/14,2/23/14,3/4/14,USD,public,free event,350,Community & Culture,IL
53413915,451387465,2/23/14,2/23/14,3/28/14,USD,public,paid event,100,Music,US
53441245,254850010,2/24/14,2/25/14,3/28/14,USD,public,paid event,274,Film & Media & Entertainment,US
53445385,202466520,2/24/14,2/24/14,5/15/14,GBP,public,paid event,2,Business & Professional,GB
53524365,140825205,2/25/14,2/25/14,3/26/14,GBP,public,paid event,49,NULL,GB
53543295,4556720,2/25/14,2/26/14,3/26/14,USD,public,free event,100,Family & Education,US
53559015,317857355,2/25/14,2/25/14,4/5/14,USD,public,paid event,10,Sports & Fitness,US
53561405,438741315,2/25/14,2/25/14,4/10/14,CAD,private,free event,6,NULL,AT
53574325,298725135,2/25/14,2/25/14,3/11/14,USD,private,free event,40,NULL,US
53580975,163110445,2/25/14,2/25/14,3/12/14,AUD,public,free event,30,Business & Professional,AU
53604685,102942630,2/26/14,2/26/14,3/1/14,GBP,private,free event,25,NULL,GB
53611275,242579910,2/26/14,2/26/14,3/31/14,USD,public,free event,50,NULL,US
53627105,420721575,2/26/14,2/26/14,5/27/14,EUR,public,paid event,6,Food & Drink,ES
53630705,289161335,2/26/14,2/28/14,3/31/14,USD,public,paid event,20,NULL,US
53634935,267317420,2/26/14,2/28/14,6/19/14,USD,public,free event,120,Other,US
53650125,454139865,2/26/14,2/26/14,3/5/14,AUD,public,free event,250,Business & Professional,NULL
53656505,65391135,2/27/14,2/27/14,3/15/14,USD,public,free event,30,Family & Education,DE
53662505,429316065,2/27/14,2/27/14,3/17/14,USD,private,free event,27,NULL,UA
53665295,163428015,2/27/14,2/27/14,3/8/14,EUR,public,free event,50,Science & Technology,CI
53691445,155365825,2/27/14,2/27/14,4/17/14,USD,private,free event,21,NULL,US
53701535,195049450,2/27/14,3/1/14,5/17/14,USD,public,paid event,500,Music,US
53703785,452406725,2/27/14,2/27/14,3/22/14,NZD,public,free event,40,Family & Education,NZ
53722615,454979315,2/27/14,2/27/14,4/2/14,USD,public,free event,40,Business & Professional,BE
53734935,189887340,2/28/14,3/6/14,3/29/14,USD,public,free event,200,Religion & Spirituality,US
53760415,83734215,2/28/14,2/28/14,3/8/14,USD,private,paid event,50,Film & Media & Entertainment,US
53775855,455635905,2/28/14,2/28/14,9/13/14,USD,public,paid event,100,Charity & Causes,US
53777325,149855085,2/28/14,2/28/14,3/21/14,CAD,public,paid event,300,NULL,CA
53779015,124530005,2/28/14,2/28/14,3/18/14,CAD,public,paid event,200,Community & Culture,CA
53818895,412124065,3/2/14,3/2/14,5/12/14,USD,public,paid event,20,Food & Drink,US
53821145,412146855,3/2/14,3/2/14,4/29/14,USD,public,paid event,20,Food & Drink,US
53827185,456431555,3/2/14,3/2/14,3/15/14,CAD,public,paid event,80,Food & Drink,CA
53833595,1185700,3/2/14,3/7/14,4/2/14,USD,public,paid event,1617,Film & Media & Entertainment,US
53858985,210008340,3/3/14,3/3/14,6/27/14,USD,public,paid event,9,Health & Wellness,US
53875865,337564035,3/3/14,3/3/14,5/12/14,USD,public,paid event,102,Government & Politics,US
53887225,94784885,3/3/14,3/3/14,7/2/14,USD,private,free event,25,Other,NULL
53892935,372373275,3/3/14,3/3/14,3/15/14,USD,public,free event,1500,Music,US
53936055,457607405,3/4/14,3/4/14,4/1/14,GBP,private,paid event,100,NULL,GB
53949205,394930,3/4/14,3/4/14,5/5/14,USD,private,free event,250,NULL,US
53954045,104901550,3/4/14,3/4/14,3/10/14,USD,public,free event,50,NULL,US
53963495,85820125,3/4/14,3/7/14,3/29/14,CAD,public,free event,100,Family & Education,CA
53965005,120536760,3/4/14,3/17/14,4/5/14,USD,public,free event,27,Performing & Visual Arts,US
54061525,86241005,3/5/14,3/5/14,3/13/14,CAD,public,free event,50,Government & Politics,NULL
54127415,459346795,3/6/14,3/6/14,4/4/14,USD,public,paid event,15,Performing & Visual Arts,US
54175535,51562175,3/7/14,3/7/14,11/26/14,GBP,public,free event,60,Business & Professional,GB
54185915,236921425,3/7/14,3/10/14,4/10/14,CAD,private,free event,41,NULL,CA
54216315,455560465,3/7/14,3/7/14,3/14/14,EUR,public,free event,100,NULL,NULL
54259605,455751925,3/9/14,3/9/14,3/20/14,USD,public,free event,15,Charity & Causes,US
54262205,104969710,3/9/14,3/9/14,3/30/14,GBP,public,free event,30,Community & Culture,GB
54272565,235537655,3/9/14,3/9/14,4/8/14,AUD,public,paid event,25,Family & Education,AU
54278245,9685410,3/9/14,3/9/14,3/20/14,USD,public,paid event,209,NULL,US
