event_id,organizer_id,event_create_date,event_publish_date,event_start_date,event_currency,is_listed,event_paid_type,event_capacity,event_category,event_country
67323075,370670585,2014-10-04,2014-10-04,2014-10-14,USD,public,paid event,12.0,Business & Professional,US
67327945,596884035,2014-10-04,2014-10-04,2014-11-20,EUR,public,free event,100.0,Sports & Fitness,IT
67328015,596884035,2014-10-04,2014-10-04,2014-11-26,EUR,public,free event,100.0,Sports & Fitness,IT
67372275,372622325,2014-10-05,2014-10-05,2014-10-07,USD,public,free event,15.0,Health & Wellness,
67376055,573778805,2014-10-05,2014-10-05,2014-10-18,USD,public,paid event,85.0,Film & Media & Entertainment,US
67387305,334531085,2014-10-05,2014-10-05,2015-01-31,USD,private,paid event,100.0,,
67397095,605527715,2014-10-06,2014-10-06,2014-11-23,USD,public,paid event,1100.0,Charity & Causes,TZ
67409825,400966155,2014-10-06,2014-03-03,2014-12-12,EUR,public,paid event,70.0,Food & Drink,HU
67409965,400966155,2014-10-06,2014-03-03,2014-12-26,EUR,public,paid event,70.0,Food & Drink,HU
67423445,262320720,2014-10-06,2014-10-06,2014-10-21,USD,public,paid event,22.0,Health & Wellness,US
67446055,543479555,2014-10-06,2014-10-06,2014-11-20,USD,public,paid event,100.0,Business & Professional,PA
67452365,336289365,2014-10-06,2014-10-08,2014-10-24,USD,private,free event,100.0,,US
67457635,538880475,2014-10-06,2014-10-06,2014-10-16,USD,private,free event,200.0,,
67461625,334435955,2014-10-06,2014-10-06,2014-10-09,USD,public,free event,50.0,Other,US
67463915,240865290,2014-10-06,2014-10-06,2014-10-25,USD,public,free event,75.0,Sports & Fitness,US
67476105,440941025,2014-10-06,2014-10-06,2015-02-02,EUR,public,paid event,200.0,Sports & Fitness,IT
67476615,7651165,2014-10-06,2014-10-07,2014-11-14,USD,private,free event,25.0,,US
67477175,607647985,2014-10-06,2014-10-06,2014-11-08,CAD,private,paid event,30.0,Hobbies & Special Interest,
67483495,240865290,2014-10-06,2014-10-06,2015-10-30,USD,public,paid event,12.0,Performing & Visual Arts,US
67499555,466595255,2014-10-06,2014-10-06,2014-10-18,USD,public,free event,40.0,Music,US
67508415,607857395,2014-10-06,2014-10-06,2014-12-04,USD,public,free event,400.0,Business & Professional,US
67539045,556064735,2014-10-07,2014-10-07,2014-10-29,GBP,public,free event,50.0,Business & Professional,GB
67557845,535071415,2014-10-07,2014-10-07,2014-10-10,GBP,public,free event,100.0,Music,GB
67573495,47620925,2014-10-07,2014-10-07,2014-10-22,USD,public,paid event,500.0,Government & Politics,US
67578965,546604625,2014-10-07,2014-10-09,2014-10-15,USD,public,free event,350.0,Government & Politics,
67596925,222173515,2014-10-07,2014-10-07,2015-01-13,USD,public,free event,65.0,Home & Lifestyle,US
67597915,608594205,2014-10-07,2014-10-07,2014-11-28,GBP,public,paid event,300.0,Music,GB
67601375,608555015,2014-10-07,2014-10-07,2015-04-06,USD,public,free event,16.0,Business & Professional,US
67604815,39711725,2014-10-07,2014-10-07,2014-10-20,USD,public,free event,100.0,Other,
67645665,145095365,2014-10-07,2014-10-07,2014-12-31,USD,public,free event,10.0,Business & Professional,US
67674375,522929075,2014-10-08,2014-10-08,2014-10-15,GBP,public,paid event,200.0,Business & Professional,
67692365,65620715,2014-10-08,2014-10-08,2014-10-10,GBP,public,paid event,200.0,,GB
67696405,165080945,2014-10-08,2014-10-10,2014-10-30,GBP,public,free event,60.0,Other,GB
67710825,289960,2014-10-08,2014-10-08,2014-10-11,USD,public,paid event,50.0,Performing & Visual Arts,US
67714885,389124335,2014-10-08,2014-10-08,2014-11-12,EUR,public,paid event,6.0,Sports & Fitness,AT
67716025,207060070,2014-10-08,2014-10-08,2014-10-29,USD,private,paid event,200.0,,
67717775,442184285,2014-10-08,2014-10-08,2014-10-18,USD,private,free event,10.0,Performing & Visual Arts,US
67744475,471117315,2014-10-08,2014-10-08,2014-10-10,CAD,public,paid event,44.0,Performing & Visual Arts,CA
67761435,52248105,2014-10-08,2014-10-08,2015-02-06,AUD,public,paid event,10.0,Health & Wellness,AU
67766005,377720095,2014-10-08,2014-10-03,2014-10-14,USD,public,free event,10.0,Other,US
67772255,551929495,2014-10-08,2014-10-09,2015-01-24,USD,public,paid event,50.0,Sports & Fitness,US
67784265,343475305,2014-10-08,2014-10-08,2014-11-14,AUD,public,paid event,112.0,Film & Media & Entertainment,AU
67823225,559251735,2014-10-09,2014-10-09,2014-10-21,EUR,private,paid event,4.0,Health & Wellness,DE
67843035,80892025,2014-10-09,2014-10-09,2014-10-17,USD,public,paid event,100.0,Film & Media & Entertainment,US
67867955,610666725,2014-10-09,2014-10-09,2014-10-17,USD,public,free event,30.0,Business & Professional,US
67891085,6929590,2014-10-09,2014-10-09,2014-12-25,USD,public,paid event,300.0,Business & Professional,
67902575,563684415,2014-10-09,2014-10-09,2015-01-05,USD,private,free event,10.0,,US
67905075,246238100,2014-10-09,2014-10-10,2014-11-14,USD,private,paid event,15.0,,US
67911375,609381925,2014-10-09,2014-10-09,2014-11-10,USD,public,paid event,100.0,Fashion & Beauty,US
67928285,611121025,2014-10-10,2014-10-16,2014-11-14,GBP,public,paid event,160.0,Music,GB
67938525,509208585,2014-10-10,2014-10-10,2014-11-18,EUR,public,free event,120.0,Business & Professional,DE
67942265,171668640,2014-10-10,2014-10-10,2014-10-30,USD,private,free event,11.0,,US
67974465,610772045,2014-10-10,2014-10-10,2014-12-13,USD,public,paid event,500.0,Performing & Visual Arts,US
67985515,321020235,2014-10-10,2014-10-10,2015-01-16,USD,private,free event,400.0,,
67986635,370249095,2014-10-10,2014-10-10,2014-10-19,USD,private,free event,14.0,,US
67991895,611659295,2014-10-10,2014-10-10,2014-11-22,USD,private,paid event,200.0,,US
68032415,612005625,2014-10-11,2014-10-11,2014-10-11,USD,public,free event,1000.0,Religion & Spirituality,
68034035,516491795,2014-10-11,2014-10-13,2014-11-26,USD,public,free event,100.0,Business & Professional,GB
68035645,166326945,2014-10-11,2014-10-11,2015-10-21,USD,private,free event,84.0,Other,US
68037595,412388135,2014-10-11,2014-10-11,2015-05-26,AUD,public,free event,20.0,Health & Wellness,AU
68041295,45029035,2014-10-11,2014-10-11,2015-04-02,USD,public,free event,500.0,Music,US
68075075,98890080,2014-10-11,2014-10-11,2014-11-08,USD,public,free event,100.0,Family & Education,US
68091245,23943030,2014-10-12,2014-10-14,2014-11-20,GBP,public,free event,70.0,Other,GB
68127515,482585585,2014-10-12,2014-10-12,2014-11-10,USD,public,free event,8.0,Other,HK
68147535,494856175,2014-10-13,2014-10-13,2014-04-22,EUR,public,paid event,18.0,Business & Professional,FR
68171345,106078430,2014-10-13,2014-10-13,2014-10-16,USD,public,free event,260.0,Science & Technology,
68196095,166945395,2014-10-13,2014-10-24,2014-11-04,USD,public,free event,50.0,Other,US
68229685,189972760,2014-10-13,2014-10-13,2014-11-05,AUD,public,free event,24.0,Government & Politics,AU
68232205,595330905,2014-10-13,2014-10-17,2015-01-08,CAD,public,paid event,20.0,Health & Wellness,CA
68305205,566111395,2014-10-14,2014-10-14,2014-10-18,USD,public,paid event,20.0,Science & Technology,US
68311025,382815395,2014-10-14,2014-10-14,2014-10-21,EUR,public,free event,100.0,Business & Professional,IT
68313935,339010,2014-10-14,2014-10-14,2014-10-24,CAD,private,paid event,100.0,,CA
68317735,357724895,2014-10-14,2014-10-14,2014-11-19,USD,public,paid event,1400.0,Religion & Spirituality,US
68329065,391614185,2014-10-14,2014-10-14,2014-10-26,USD,private,paid event,40.0,,US
68416055,72770705,2014-10-15,2014-10-15,2014-12-11,GBP,private,free event,14.0,,GB
68445415,615011665,2014-10-15,2014-10-15,2014-10-21,EUR,private,free event,100.0,,ES
68464305,558743525,2014-10-15,2014-10-15,2014-11-17,USD,public,paid event,200.0,Business & Professional,US
68490955,168770065,2014-10-15,2014-10-15,2014-11-08,USD,private,free event,120.0,,US
68491965,139995655,2014-10-15,2014-10-15,2015-02-08,USD,public,paid event,16.0,Family & Education,US
68500645,52734295,2014-10-15,2014-10-15,2014-10-30,USD,public,paid event,350.0,Charity & Causes,US
68501225,293894955,2014-10-15,2014-10-15,2014-12-07,GBP,public,free event,2000.0,Seasonal & Holiday,GB
68510375,81146805,2014-10-15,2014-10-15,2014-12-14,USD,public,free event,101.0,Community & Culture,US
68541345,249893170,2014-10-16,2014-10-16,2014-11-25,GBP,public,free event,20.0,Family & Education,GB
68549505,134915935,2014-10-16,2014-10-16,2014-10-24,GBP,public,paid event,10.0,Health & Wellness,GB
68592445,14443275,2014-10-16,2014-10-16,2015-02-09,USD,public,free event,30.0,Religion & Spirituality,US
68622305,221212735,2014-10-16,2014-10-16,2014-10-21,AUD,public,free event,25.0,Business & Professional,AU
68640245,549862355,2014-10-16,2014-10-16,2014-10-19,USD,public,free event,100.0,Sports & Fitness,US
68641405,616747015,2014-10-16,2014-10-16,2014-11-09,USD,public,free event,600.0,Hobbies & Special Interest,US
68645195,205542430,2014-10-16,2014-10-16,2014-10-20,HKD,public,free event,40.0,Other,
68674285,598961535,2014-10-17,2014-10-17,2015-02-01,EUR,public,free event,5.0,Music,FR
68692055,434461075,2014-10-17,2014-10-17,2015-03-14,GBP,public,paid event,21.0,Travel & Outdoor,
68714115,338880375,2014-10-17,2014-10-17,2014-10-30,USD,private,free event,75.0,,
68729065,208957930,2014-10-17,2014-10-17,2014-10-20,USD,private,free event,7.0,,US
68763525,272235930,2014-10-17,2014-10-17,2014-12-06,USD,public,free event,1000.0,Religion & Spirituality,KR
68786465,618017065,2014-10-18,2014-11-02,2014-11-09,GBP,public,free event,10.0,Film & Media & Entertainment,GB
68801795,304567715,2014-10-18,2014-10-18,2014-11-22,USD,public,free event,1000.0,Seasonal & Holiday,US
68822735,378504235,2014-10-19,2014-10-19,2015-07-11,EUR,private,paid event,2018.0,Music,GR
68830165,618446735,2014-10-19,2014-10-23,2015-01-10,AUD,public,paid event,30.0,Music,AU
68833195,174868580,2014-10-19,2014-10-19,2014-10-22,USD,public,free event,140.0,,US
68869065,618736365,2014-10-20,2014-10-20,2014-11-07,USD,public,free event,40.0,Family & Education,ZA
68875915,608038055,2014-10-20,2014-10-09,2014-12-26,USD,public,free event,40.0,Performing & Visual Arts,IN
68893885,18917650,2014-10-20,2014-10-20,2014-11-13,USD,public,free event,200.0,Health & Wellness,
68896585,24257145,2014-10-20,2014-10-20,2014-11-18,USD,public,free event,50.0,Charity & Causes,CA
68903625,427187885,2014-10-20,2014-10-20,2015-01-27,GBP,public,paid event,40.0,Health & Wellness,GB
68911335,601172565,2014-10-20,2014-10-20,2014-11-30,GBP,public,paid event,160.0,Community & Culture,GB
68920395,4050715,2014-10-20,2014-10-20,2014-12-12,USD,public,paid event,20.0,Science & Technology,US
68930005,106395250,2014-10-20,2014-10-20,2014-11-28,USD,public,paid event,115.0,Performing & Visual Arts,US
68933815,156101995,2014-10-20,2014-10-20,2015-02-07,USD,public,free event,100.0,Music,CA
68975695,604870725,2014-10-20,2014-10-21,2014-11-20,USD,public,paid event,135.0,Charity & Causes,US
68982605,619531035,2014-10-20,2014-10-20,2014-10-28,AUD,private,free event,30.0,,AU
68999525,599598925,2014-10-20,2014-10-24,2014-12-04,USD,private,free event,70.0,Seasonal & Holiday,AU
69013555,585614325,2014-10-21,2014-10-21,2014-11-03,USD,public,paid event,10.0,Performing & Visual Arts,US
69019715,619787555,2014-10-21,2014-10-21,2014-11-27,GBP,public,free event,175.0,Business & Professional,GB
69022405,506157355,2014-10-21,2014-10-21,2015-06-01,GBP,private,free event,15.0,,
69028545,107666080,2014-10-21,2014-10-21,2014-11-26,GBP,private,free event,30.0,,GB
69036065,619919915,2014-10-21,2014-11-01,2015-12-19,GBP,public,paid event,100.0,Music,GB
69042455,298539765,2014-10-21,2014-10-21,2014-11-30,EUR,private,free event,25.0,,FR
69069065,3131035,2014-10-21,2014-10-21,2014-11-03,USD,public,free event,100.0,Music,US
69098685,620399965,2014-10-21,2014-11-13,2014-12-18,USD,private,free event,100.0,,US
69107255,182860300,2014-10-21,2014-10-21,2014-11-30,GBP,public,paid event,100.0,Sports & Fitness,GB
69227985,153118795,2014-10-22,2014-10-22,2014-11-07,GBP,public,free event,50.0,Business & Professional,GB
69228815,443286585,2014-10-22,2014-08-31,2014-11-11,AUD,public,free event,80.0,Sports & Fitness,AU
69233635,592828185,2014-10-22,2014-10-22,2014-12-15,USD,private,free event,10.0,Health & Wellness,US
69250625,79310855,2014-10-22,2014-10-22,2014-10-27,USD,public,free event,100.0,,US
69255405,11587990,2014-10-23,2014-10-23,2014-11-21,GBP,private,paid event,146.0,,GB
69279035,78267755,2014-10-23,2014-10-23,2014-11-13,GBP,public,free event,50.0,,GB
69280135,491856865,2014-10-23,2014-10-23,2015-04-29,USD,public,free event,10.0,Science & Technology,
69318845,2042725,2014-10-23,2014-09-10,2014-12-26,USD,public,free event,5.0,Film & Media & Entertainment,SG
69324065,80243165,2014-10-23,2014-10-23,2014-11-15,USD,private,free event,30.0,,
69328915,131626365,2014-10-23,2014-10-23,2014-11-04,CAD,private,free event,12.0,,CA
69329615,196148860,2014-10-23,2014-10-23,2014-10-28,USD,private,free event,3.0,,US
69345755,208013690,2014-10-23,2014-07-01,2014-10-27,USD,public,paid event,100.0,Sports & Fitness,US
69346915,371295,2014-10-23,2014-11-05,2014-12-07,USD,public,paid event,570.0,Performing & Visual Arts,US
69382775,60971985,2014-10-23,2014-10-23,2014-11-02,USD,public,free event,10.0,Fashion & Beauty,US
69384165,233632185,2014-10-23,2014-11-03,2014-11-19,AUD,private,free event,110.0,,AU
69395775,12050095,2014-10-24,2014-10-28,2014-11-11,USD,public,free event,21.0,Family & Education,GB
69397335,234228795,2014-10-24,2014-10-24,2014-11-15,USD,public,free event,100.0,Performing & Visual Arts,GB
69406415,111005980,2014-10-24,2014-08-25,2015-08-17,USD,private,free event,4.0,Other,SA
69431075,209637170,2014-10-24,2014-10-24,2014-12-30,BRL,public,paid event,40.0,Business & Professional,BR
69431135,621372575,2014-10-24,2014-10-24,2014-12-03,USD,private,free event,100.0,Film & Media & Entertainment,US
69477465,506880625,2014-10-24,2014-10-24,2015-01-08,USD,public,free event,1.0,Food & Drink,US
69490945,623481675,2014-10-25,2014-10-25,2014-10-28,GBP,private,free event,1000.0,,GB
69518845,252601270,2014-10-25,2014-10-25,2014-11-22,USD,private,paid event,8.0,,US
69524955,209275130,2014-10-26,2014-10-26,2014-11-12,USD,public,free event,10.0,Family & Education,HU
69529435,295139745,2014-10-26,2014-10-26,2015-02-22,GBP,public,paid event,140.0,Other,GB
69549705,216873600,2014-10-26,2014-10-26,2014-10-31,USD,public,paid event,234.0,Music,US
69554825,471984585,2014-10-26,2014-10-26,2015-01-11,USD,public,paid event,24.0,Performing & Visual Arts,US
69559855,221293915,2014-10-26,2014-10-26,2014-11-12,AUD,public,paid event,6.0,Science & Technology,AU
69591845,192692500,2014-10-27,2014-10-27,2014-11-14,GBP,private,free event,15.0,,GB
69605405,131491105,2014-10-27,2014-10-27,2014-12-08,USD,private,paid event,100.0,,PR
69615405,610489845,2014-10-27,2014-10-27,2015-01-12,USD,public,free event,52.0,,
69624265,157980265,2014-10-27,2014-10-27,2014-11-14,USD,public,paid event,400.0,Business & Professional,US
69660035,624871445,2014-10-27,2014-10-27,2014-12-07,USD,public,free event,50.0,,US
69699565,278051465,2014-10-27,2014-10-28,2014-12-07,USD,public,free event,20.0,Family & Education,US
69704105,7374480,2014-10-27,2014-10-27,2014-10-30,USD,private,free event,1000.0,Business & Professional,
69729945,542405125,2014-10-28,2014-10-28,2015-12-06,GBP,public,free event,1000.0,Religion & Spirituality,GB
69746375,587768175,2014-10-28,2014-10-28,2014-12-07,EUR,private,free event,100.0,,GB
69752995,292213915,2014-10-28,2014-11-17,2015-04-28,USD,public,free event,900.0,Health & Wellness,US
69763075,589662475,2014-10-28,2014-10-28,2014-11-15,USD,public,free event,410.0,Family & Education,US
69781335,625609405,2014-10-28,2014-10-28,2014-11-19,USD,private,free event,500.0,,US
69785375,295851105,2014-10-28,2014-10-30,2014-11-09,USD,public,free event,200.0,Sports & Fitness,US
69793235,100980910,2014-10-28,2014-10-28,2014-11-20,USD,private,free event,200.0,,US
69837865,553429625,2014-10-28,2014-10-28,2014-11-12,AUD,public,paid event,40.0,Sports & Fitness,AU
69853575,599992765,2014-10-29,2014-10-30,2014-12-04,USD,public,free event,25.0,Business & Professional,GB
69860805,143576525,2014-10-29,2014-10-29,2014-11-07,USD,public,free event,100.0,Community & Culture,US
69872465,498255275,2014-10-29,2014-10-29,2015-06-13,GBP,public,paid event,6.0,Hobbies & Special Interest,GB
69875595,375620205,2014-10-29,2014-10-29,2014-12-05,USD,private,paid event,18.0,,US
69887605,625654985,2014-10-29,2014-10-29,2014-12-07,USD,public,free event,35.0,Seasonal & Holiday,US
69894185,33303165,2014-10-29,2014-10-29,2014-12-01,GBP,private,free event,100.0,,
69896835,541837915,2014-10-29,2014-10-29,2014-11-04,USD,public,free event,100.0,Government & Politics,US
69904345,625795785,2014-10-29,2014-10-30,2014-12-06,USD,public,paid event,30.0,Community & Culture,US
69910285,626533165,2014-10-29,2014-10-29,2014-12-08,CAD,public,paid event,8.0,Performing & Visual Arts,
69934575,626683335,2014-10-29,2014-10-29,2014-11-10,USD,public,free event,50.0,Charity & Causes,
69940705,3713285,2014-10-29,2014-10-29,2014-11-03,USD,private,free event,10.0,,US
69990565,41807085,2014-10-30,2014-11-03,2015-05-05,GBP,public,free event,24.0,Family & Education,GB
69992335,12480215,2014-10-30,2014-10-30,2014-12-19,GBP,private,free event,40.0,,GB
70024955,485840675,2014-10-30,2014-10-30,2015-04-19,USD,public,free event,15.0,Other,US
70045085,627468205,2014-10-30,2014-10-30,2014-11-12,USD,public,free event,500.0,Religion & Spirituality,US
70046365,468983965,2014-10-30,2014-10-30,2015-01-14,USD,private,free event,60.0,,US
70047715,371295,2014-10-30,2014-10-30,2015-11-28,USD,public,paid event,20.0,Performing & Visual Arts,US
70079395,627682245,2014-10-30,2014-10-30,2015-01-07,USD,public,free event,30.0,Health & Wellness,US
70091235,358793705,2014-10-30,2014-10-30,2014-11-15,MXN,private,free event,30.0,,MX
70094865,231643305,2014-10-30,2014-10-30,2014-11-22,AUD,public,free event,300.0,Community & Culture,AU
70137335,518963525,2014-10-31,2014-10-31,2014-12-04,GBP,public,paid event,9.0,Food & Drink,GB
70157135,628361595,2014-10-31,2014-10-31,2014-11-05,USD,public,free event,30.0,Community & Culture,US
70162325,249396830,2014-10-31,2014-10-31,2016-03-31,USD,public,paid event,20.0,Other,
70186515,368911645,2014-10-31,2014-10-31,2014-11-13,USD,public,free event,100.0,Business & Professional,US
70209875,530518165,2014-11-01,2014-10-29,2014-12-14,USD,public,free event,30.0,Sports & Fitness,CA
70256955,412724685,2014-11-02,2014-11-02,2014-12-04,USD,private,free event,100.0,,US
70277235,618154275,2014-11-02,2014-11-02,2014-11-04,EUR,public,paid event,90.0,Other,
70307775,518886375,2014-11-03,2014-11-03,2014-11-13,USD,public,free event,50.0,Business & Professional,GB
70316935,91525995,2014-11-03,2014-11-03,2014-11-16,USD,public,free event,20.0,,
70317685,420267255,2014-11-03,2014-11-06,2014-11-08,USD,public,free event,15.0,Health & Wellness,MY
70339835,1448310,2014-11-03,2014-11-03,2014-12-15,USD,private,free event,20.0,,US
70347645,524756165,2014-11-03,2014-11-03,2014-11-17,EUR,public,free event,25.0,,FR
70366175,525745055,2014-11-03,2014-11-03,2014-12-04,USD,public,free event,50.0,Business & Professional,US
70382655,570174095,2014-11-03,2014-11-03,2014-11-09,USD,public,paid event,20.0,Food & Drink,US
70403715,627429545,2014-11-03,2014-11-03,2014-11-20,USD,private,free event,100.0,,US
70406365,24063755,2014-11-03,2014-11-03,2014-12-04,GBP,public,free event,413.0,Community & Culture,GB
70424965,605618035,2014-11-03,2014-11-03,2015-04-07,USD,public,paid event,8.0,Health & Wellness,US
70455985,397985375,2014-11-04,2014-11-04,2014-12-03,EUR,public,free event,100.0,Other,IT
70463825,506594385,2014-11-04,2014-11-04,2014-11-19,EUR,public,free event,35.0,Other,ES
70490845,84783325,2014-11-04,2014-11-04,2015-03-25,GBP,public,paid event,300.0,Business & Professional,GB
70496025,63343985,2014-11-04,2014-11-25,2014-12-24,USD,public,free event,770.0,Religion & Spirituality,US
70498555,625492495,2014-11-04,2014-11-04,2014-11-04,USD,public,free event,20.0,Film & Media & Entertainment,US
70515605,115347420,2014-11-04,2014-11-04,2014-11-13,USD,public,free event,10250.0,Other,CA
70515985,26040455,2014-11-04,2014-11-04,2015-01-23,USD,public,paid event,100.0,Health & Wellness,US
70528405,212069260,2014-11-04,2014-11-04,2015-11-12,USD,public,paid event,36.0,Health & Wellness,US
70544715,426449105,2014-11-04,2014-11-04,2015-01-28,GBP,public,free event,20.0,Community & Culture,GB
70581485,25389780,2014-11-04,2014-11-04,2015-04-08,USD,public,free event,30.0,Business & Professional,US
70591865,618154275,2014-11-05,2014-11-05,2015-02-04,EUR,public,free event,9.0,Other,
70596775,347508525,2014-11-05,2014-11-17,2015-02-11,GBP,public,paid event,16.0,Business & Professional,GB
70626715,627163255,2014-11-05,2014-11-05,2015-01-27,USD,public,paid event,10.0,Family & Education,US
70665155,495795705,2014-11-05,2014-11-05,2014-11-06,USD,private,free event,1000.0,,US
70666455,570027405,2014-11-05,2014-11-05,2014-12-15,USD,private,paid event,75.0,,US
70672665,30217095,2014-11-05,2014-11-05,2014-11-13,USD,private,free event,100.0,,US
70690965,503687485,2014-11-05,2014-11-05,2015-01-15,USD,public,paid event,23.0,Performing & Visual Arts,US
70706435,503687485,2014-11-05,2014-12-04,2015-03-17,USD,public,paid event,20.0,Hobbies & Special Interest,US
70725975,629507485,2014-11-05,2014-11-05,2014-11-23,CAD,public,paid event,10.0,Other,CA
70766815,318914545,2014-11-06,2014-11-06,2015-06-17,USD,public,paid event,10.0,Hobbies & Special Interest,US
70769045,106626520,2014-11-06,2014-11-06,2014-11-06,CAD,private,paid event,1601.0,Sports & Fitness,CA
70833255,123186225,2014-11-06,2014-11-06,2015-12-15,USD,private,free event,16.0,,US
70843255,201178970,2014-11-06,2014-11-06,2014-12-06,AUD,public,paid event,100.0,Business & Professional,AU
70859505,217435220,2014-11-07,2014-11-07,2014-11-13,GBP,public,free event,200.0,Family & Education,IN
70870055,553595795,2014-11-07,2014-11-07,2014-11-20,GBP,public,paid event,5.0,Business & Professional,GB
70879375,633615565,2014-11-07,2014-11-07,2014-11-18,USD,public,paid event,150.0,Other,
70906075,43787115,2014-11-07,2014-11-07,2014-11-30,USD,public,paid event,250.0,Film & Media & Entertainment,US
70916405,190678800,2014-11-07,2014-11-07,2014-12-08,USD,private,free event,60.0,,US
70923465,23526425,2014-11-07,2014-11-08,2014-11-13,USD,public,paid event,10.0,Science & Technology,US
70957095,633216045,2014-11-07,2014-11-07,2014-11-20,USD,public,free event,100.0,,US
70969565,359970745,2014-11-07,2014-11-07,2014-11-20,USD,public,free event,30.0,Sports & Fitness,US
70990725,634379845,2014-11-08,2014-11-08,2014-12-11,GBP,public,free event,200.0,Performing & Visual Arts,GB
70996335,185118730,2014-11-08,2014-11-08,2014-11-08,USD,public,free event,1.0,,
70997985,477492155,2014-11-08,2014-09-30,2014-11-12,USD,public,paid event,56.0,Other,US
71006545,523729795,2014-11-08,2014-11-05,2014-12-01,USD,public,paid event,150.0,Health & Wellness,US
71039605,634870315,2014-11-09,2014-11-09,2014-11-21,USD,private,free event,400.0,,US
71055635,603098655,2014-11-09,2014-10-29,2015-01-28,USD,private,free event,12.0,,AU
71094895,635287765,2014-11-10,2014-11-10,2014-11-21,EUR,public,free event,200.0,Music,
71097885,635151395,2014-11-10,2014-11-10,2014-12-24,USD,public,paid event,600.0,Music,IN
71107415,433210125,2014-11-10,2014-11-10,2015-09-02,EUR,public,paid event,8.0,Travel & Outdoor,IT
71113915,2173095,2014-11-10,2014-11-10,2014-12-09,USD,private,free event,50.0,,GB
71123325,220733520,2014-11-10,2014-11-10,2014-12-04,USD,private,free event,50.0,,US
71129795,597995585,2014-11-10,2014-11-10,2014-11-26,USD,private,free event,12.0,,
71144395,372545275,2014-11-10,2014-11-10,2014-11-18,USD,private,free event,27.0,,US
71152975,202575190,2014-11-10,2014-11-10,2014-11-12,USD,private,free event,425.0,,US
71160035,616196785,2014-11-10,2014-11-10,2014-11-21,GBP,public,free event,99.0,Business & Professional,
71163565,93387085,2014-11-10,2014-11-10,2014-12-16,USD,public,free event,100.0,Government & Politics,
71163905,93387085,2014-11-10,2014-11-10,2015-01-19,USD,public,free event,100.0,Government & Politics,
71171895,309144055,2014-11-10,2014-11-10,2014-12-11,USD,private,free event,25.0,,US
71174745,338372195,2014-11-10,2014-11-10,2014-11-20,USD,public,free event,100.0,,US
71175535,323537315,2014-11-10,2014-12-05,2015-05-12,USD,public,paid event,2778.0,Science & Technology,US
71183985,530115885,2014-11-10,2014-11-10,2015-01-31,USD,public,paid event,1500.0,Charity & Causes,US
71197985,132190235,2014-11-10,2014-11-10,2014-12-19,SGD,public,free event,16.0,Business & Professional,SG
71208365,142656345,2014-11-10,2014-11-10,2014-12-04,AUD,private,free event,150.0,,AU
71244735,268126110,2014-11-11,2014-11-11,2014-12-10,USD,public,free event,55.0,Family & Education,US
71264765,635233745,2014-11-11,2014-11-11,2014-11-28,GBP,public,paid event,3.0,Seasonal & Holiday,GB
71302375,237055,2014-11-11,2014-11-11,2015-10-10,USD,private,paid event,1400.0,,US
71328605,607550865,2014-11-11,2014-11-11,2014-11-14,USD,private,free event,200.0,,US
71346895,531988715,2014-11-11,2014-08-25,2014-11-19,USD,public,paid event,150.0,Charity & Causes,US
71353655,63699315,2014-11-11,2014-11-13,2015-07-19,USD,public,paid event,500.0,Auto & Boat & Air,US
71366945,164512345,2014-11-12,2014-11-12,2015-09-30,EUR,public,paid event,10.0,Family & Education,ES
71407505,630951695,2014-11-12,2014-11-17,2014-12-01,USD,public,paid event,20.0,Business & Professional,US
71410145,51189335,2014-11-12,2014-11-18,2014-12-05,USD,public,paid event,100.0,Government & Politics,US
71425715,400427375,2014-11-12,2014-11-19,2015-06-09,USD,public,paid event,160.0,Food & Drink,US
71431545,596026315,2014-11-12,2014-11-12,2014-11-17,EUR,public,free event,400.0,Film & Media & Entertainment,EC
71437125,54537085,2014-11-12,2014-11-12,2014-11-14,USD,public,paid event,200.0,Business & Professional,
71453905,256186740,2014-11-12,2014-11-12,2015-01-30,USD,public,free event,1000.0,Food & Drink,US
71457695,425191235,2014-11-12,2014-11-04,2015-12-25,USD,public,free event,200.0,Music,US
71467165,45371445,2014-11-12,2014-11-12,2014-12-09,USD,private,free event,400.0,,US
71467565,319355235,2014-11-12,2014-11-12,2014-12-13,USD,public,paid event,12.0,Family & Education,US
71470595,385450405,2014-11-12,2014-11-12,2015-04-01,USD,public,paid event,60.0,Hobbies & Special Interest,US
71502585,4488575,2014-11-13,2014-11-13,2014-11-26,GBP,private,free event,150.0,,GB
71506015,346430545,2014-11-13,2014-11-13,2015-02-08,GBP,private,paid event,100.0,,GB
71527185,346425955,2014-11-13,2014-11-13,2015-04-26,GBP,private,paid event,40.0,,GB
71527695,313642345,2014-11-13,2014-11-13,2014-11-18,USD,public,free event,35.0,Business & Professional,BE
71542655,598952695,2014-11-13,2014-11-13,2015-02-16,GBP,private,free event,8.0,Community & Culture,
71542815,197278050,2014-11-13,2014-11-13,2014-11-27,GBP,private,free event,110.0,,GB
71565175,464976655,2014-11-13,2015-02-25,2015-05-19,CAD,public,paid event,1029.0,Science & Technology,CA
71585835,197366450,2014-11-13,2014-11-13,2014-12-13,USD,public,free event,85.0,Family & Education,US
71609265,540290305,2014-11-13,2014-11-13,2014-11-22,USD,private,free event,200.0,,US
